k-path	energy(ev)
-0.375	1.8803
-0.375	1.89042
-0.375	1.89393
-0.375	1.89767
-0.375	1.90111
-0.375	1.91142
-0.375	1.91486
-0.375	1.91826
-0.375	1.92163
-0.375	1.93207
-0.375	1.93543
-0.375	1.93849
-0.375	1.94176
-0.375	1.95229
-0.375	1.95551
-0.375	1.95826
-0.375	1.96139
-0.375	1.97194
-0.375	1.97501
-0.375	1.97745
-0.375	1.98042
-0.375	1.99094
-0.375	1.99383
-0.375	1.99597
-0.375	1.99876
-0.375	2.00919
-0.375	2.01186
-0.375	2.01373
-0.375	2.01631
-0.375	2.02658
-0.375	2.02903
-0.375	2.03064
-0.375	2.03299
-0.375	2.04305
-0.375	2.04524
-0.375	2.04662
-0.375	2.04873
-0.375	2.0585
-0.375	2.06044
-0.375	2.06159
-0.375	2.06345
-0.375	2.07286
-0.375	2.07454
-0.375	2.07549
-0.375	2.0771
-0.375	2.08606
-0.375	2.08748
-0.375	2.08826
-0.375	2.08961
-0.375	2.09805
-0.375	2.09922
-0.375	2.09983
-0.375	2.10094
-0.375	2.10877
-0.375	2.10969
-0.375	2.11016
-0.375	2.11104
-0.375	2.11816
-0.375	2.11886
-0.375	2.1192
-0.375	2.11986
-0.375	2.12618
-0.375	2.12668
-0.375	2.12691
-0.375	2.12739
-0.375	2.13279
-0.375	2.13312
-0.375	2.13327
-0.375	2.13358
-0.375	2.13797
-0.375	2.13816
-0.375	2.13824
-0.375	2.13842
-0.375	2.14169
-0.375	2.14177
-0.375	2.14181
-0.375	2.14189
-0.375	2.14392
-0.375	2.14394
-0.375	2.14395
-0.375	2.14397
-0.375	2.37161
-0.37	-2.33794
-0.37	-2.11848
-0.37	-2.11846
-0.37	-2.11845
-0.37	-2.11843
-0.37	-2.11644
-0.37	-2.11636
-0.37	-2.11632
-0.37	-2.11624
-0.37	-2.11304
-0.37	-2.11286
-0.37	-2.11278
-0.37	-2.11259
-0.37	-2.1083
-0.37	-2.108
-0.37	-2.10784
-0.37	-2.10752
-0.37	-2.10224
-0.37	-2.10177
-0.37	-2.10153
-0.37	-2.10104
-0.37	-2.09487
-0.37	-2.09421
-0.37	-2.09387
-0.37	-2.09318
-0.37	-2.08623
-0.37	-2.08536
-0.37	-2.0849
-0.37	-2.08398
-0.37	-2.07634
-0.37	-2.07525
-0.37	-2.07464
-0.37	-2.07348
-0.37	-2.06525
-0.37	-2.06391
-0.37	-2.06315
-0.37	-2.06174
-0.37	-2.053
-0.37	-2.05141
-0.37	-2.05047
-0.37	-2.0488
-0.37	-2.03964
-0.37	-2.0378
-0.37	-2.03666
-0.37	-2.03473
-0.37	-2.02523
-0.37	-2.02314
-0.37	-2.02178
-0.37	-2.0196
-0.37	-2.00982
-0.37	-2.0075
-0.37	-2.0059
-0.37	-2.00348
-0.37	-1.99349
-0.37	-1.99095
-0.37	-1.98909
-0.37	-1.98645
-0.37	-1.97632
-0.37	-1.97356
-0.37	-1.97143
-0.37	-1.96858
-0.37	-1.95837
-0.37	-1.95543
-0.37	-1.95301
-0.37	-1.94998
-0.37	-1.93975
-0.37	-1.93665
-0.37	-1.93393
-0.37	-1.93074
-0.37	-1.92054
-0.37	-1.91731
-0.37	-1.91427
-0.37	-1.91095
-0.37	-1.90084
-0.37	-1.89751
-0.37	-1.89414
-0.37	-1.89073
-0.37	-1.88076
-0.37	-1.87737
-0.37	-1.87365
-0.37	-1.87019
-0.37	-1.86041
-0.37	-1.85699
-0.37	-1.85293
-0.37	-1.84945
-0.37	-1.83991
-0.37	-1.83649
-0.37	-1.83207
-0.37	-1.82861
-0.37	-1.81937
-0.37	-1.816
-0.37	-1.81123
-0.37	-1.80783
-0.37	-1.79892
-0.37	-1.79563
-0.37	-1.79052
-0.37	-1.78721
-0.37	-1.7787
-0.37	-1.77553
-0.37	-1.77007
-0.37	-1.7669
-0.37	-1.75883
-0.37	-1.75581
-0.37	-1.75003
-0.37	-1.74704
-0.37	-1.73944
-0.37	-1.73661
-0.37	-1.73054
-0.37	-1.72775
-0.37	-1.72068
-0.37	-1.71806
-0.37	-1.71174
-0.37	-1.70918
-0.37	-1.70268
-0.37	-1.7003
-0.37	-1.69377
-0.37	-1.69147
-0.37	-1.68558
-0.37	-1.68346
-0.37	-1.67677
-0.37	-1.67475
-0.37	-1.6695
-0.37	-1.66765
-0.37	-1.66089
-0.37	-1.65915
-0.37	-1.65457
-0.37	-1.653
-0.37	-1.64625
-0.37	-1.6448
-0.37	-1.64091
-0.37	-1.63961
-0.37	-1.63299
-0.37	-1.63182
-0.37	-1.62862
-0.37	-1.62759
-0.37	-1.62122
-0.37	-1.62033
-0.37	-1.61781
-0.37	-1.61703
-0.37	-1.61106
-0.37	-1.61042
-0.37	-1.60855
-0.37	-1.608
-0.37	-1.6026
-0.37	-1.60218
-0.37	-1.60092
-0.37	-1.60056
-0.37	-1.59594
-0.37	-1.59569
-0.37	-1.59495
-0.37	-1.59474
-0.37	-1.59112
-0.37	-1.59101
-0.37	-1.59067
-0.37	-1.59058
-0.37	-1.58822
-0.37	-1.58819
-0.37	-1.5881
-0.37	-1.58808
-0.37	-1.24266
-0.37	1.24266
-0.37	1.58808
-0.37	1.5881
-0.37	1.58819
-0.37	1.58822
-0.37	1.59058
-0.37	1.59067
-0.37	1.59101
-0.37	1.59112
-0.37	1.59474
-0.37	1.59495
-0.37	1.59569
-0.37	1.59594
-0.37	1.60056
-0.37	1.60092
-0.37	1.60218
-0.37	1.6026
-0.37	1.608
-0.37	1.60855
-0.37	1.61042
-0.37	1.61106
-0.37	1.61703
-0.37	1.61781
-0.37	1.62033
-0.37	1.62122
-0.37	1.62759
-0.37	1.62862
-0.37	1.63182
-0.37	1.63299
-0.37	1.63961
-0.37	1.64091
-0.37	1.6448
-0.37	1.64625
-0.37	1.653
-0.37	1.65457
-0.37	1.65915
-0.37	1.66089
-0.37	1.66765
-0.37	1.6695
-0.37	1.67475
-0.37	1.67677
-0.37	1.68346
-0.37	1.68558
-0.37	1.69147
-0.37	1.69377
-0.37	1.7003
-0.37	1.70268
-0.37	1.70918
-0.37	1.71174
-0.37	1.71806
-0.37	1.72068
-0.37	1.72775
-0.37	1.73054
-0.37	1.73661
-0.37	1.73944
-0.37	1.74704
-0.37	1.75003
-0.37	1.75581
-0.37	1.75883
-0.37	1.7669
-0.37	1.77007
-0.37	1.77553
-0.37	1.7787
-0.37	1.78721
-0.37	1.79052
-0.37	1.79563
-0.37	1.79892
-0.37	1.80783
-0.37	1.81123
-0.37	1.816
-0.37	1.81937
-0.37	1.82861
-0.37	1.83207
-0.37	1.83649
-0.37	1.83991
-0.37	1.84945
-0.37	1.85293
-0.37	1.85699
-0.37	1.86041
-0.37	1.87019
-0.37	1.87365
-0.37	1.87737
-0.37	1.88076
-0.37	1.89073
-0.37	1.89414
-0.37	1.89751
-0.37	1.90084
-0.37	1.91095
-0.37	1.91427
-0.37	1.91731
-0.37	1.92054
-0.37	1.93074
-0.37	1.93393
-0.37	1.93665
-0.37	1.93975
-0.37	1.94998
-0.37	1.95301
-0.37	1.95543
-0.37	1.95837
-0.37	1.96858
-0.37	1.97143
-0.37	1.97356
-0.37	1.97632
-0.37	1.98645
-0.37	1.98909
-0.37	1.99095
-0.37	1.99349
-0.37	2.00348
-0.37	2.0059
-0.37	2.0075
-0.37	2.00982
-0.37	2.0196
-0.37	2.02178
-0.37	2.02314
-0.37	2.02523
-0.37	2.03473
-0.37	2.03666
-0.37	2.0378
-0.37	2.03964
-0.37	2.0488
-0.37	2.05047
-0.37	2.05141
-0.37	2.053
-0.37	2.06174
-0.37	2.06315
-0.37	2.06391
-0.37	2.06525
-0.37	2.07348
-0.37	2.07464
-0.37	2.07525
-0.37	2.07634
-0.37	2.08398
-0.37	2.0849
-0.37	2.08536
-0.37	2.08623
-0.37	2.09318
-0.37	2.09387
-0.37	2.09421
-0.37	2.09487
-0.37	2.10104
-0.37	2.10153
-0.37	2.10177
-0.37	2.10224
-0.37	2.10752
-0.37	2.10784
-0.37	2.108
-0.37	2.1083
-0.37	2.11259
-0.37	2.11278
-0.37	2.11286
-0.37	2.11304
-0.37	2.11624
-0.37	2.11632
-0.37	2.11636
-0.37	2.11644
-0.37	2.11843
-0.37	2.11845
-0.37	2.11846
-0.37	2.11848
-0.37	2.33794
-0.365	-2.30331
-0.365	-2.09222
-0.365	-2.0922
-0.365	-2.09219
-0.365	-2.09217
-0.365	-2.09022
-0.365	-2.09015
-0.365	-2.09011
-0.365	-2.09003
-0.365	-2.0869
-0.365	-2.08673
-0.365	-2.08665
-0.365	-2.08646
-0.365	-2.08227
-0.365	-2.08197
-0.365	-2.08182
-0.365	-2.0815
-0.365	-2.07634
-0.365	-2.07588
-0.365	-2.07565
-0.365	-2.07516
-0.365	-2.06914
-0.365	-2.06849
-0.365	-2.06816
-0.365	-2.06747
-0.365	-2.06069
-0.365	-2.05984
-0.365	-2.05938
-0.365	-2.05847
-0.365	-2.05103
-0.365	-2.04995
-0.365	-2.04935
-0.365	-2.0482
-0.365	-2.04019
-0.365	-2.03887
-0.365	-2.03811
-0.365	-2.03672
-0.365	-2.02822
-0.365	-2.02665
-0.365	-2.02571
-0.365	-2.02406
-0.365	-2.01516
-0.365	-2.01335
-0.365	-2.01221
-0.365	-2.01031
-0.365	-2.00107
-0.365	-1.99901
-0.365	-1.99766
-0.365	-1.99551
-0.365	-1.98602
-0.365	-1.98372
-0.365	-1.98214
-0.365	-1.97975
-0.365	-1.97006
-0.365	-1.96755
-0.365	-1.96571
-0.365	-1.9631
-0.365	-1.95328
-0.365	-1.95056
-0.365	-1.94845
-0.365	-1.94563
-0.365	-1.93575
-0.365	-1.93284
-0.365	-1.93045
-0.365	-1.92745
-0.365	-1.91755
-0.365	-1.91449
-0.365	-1.91179
-0.365	-1.90865
-0.365	-1.89879
-0.365	-1.8956
-0.365	-1.89258
-0.365	-1.88931
-0.365	-1.87955
-0.365	-1.87626
-0.365	-1.87292
-0.365	-1.86956
-0.365	-1.85994
-0.365	-1.85659
-0.365	-1.85291
-0.365	-1.84949
-0.365	-1.84007
-0.365	-1.83669
-0.365	-1.83266
-0.365	-1.82923
-0.365	-1.82005
-0.365	-1.81667
-0.365	-1.8123
-0.365	-1.80888
-0.365	-1.79999
-0.365	-1.79667
-0.365	-1.79194
-0.365	-1.78858
-0.365	-1.78004
-0.365	-1.77679
-0.365	-1.77172
-0.365	-1.76846
-0.365	-1.76029
-0.365	-1.75716
-0.365	-1.75176
-0.365	-1.74863
-0.365	-1.7409
-0.365	-1.73792
-0.365	-1.7322
-0.365	-1.72924
-0.365	-1.72199
-0.365	-1.71919
-0.365	-1.71318
-0.365	-1.71042
-0.365	-1.70368
-0.365	-1.7011
-0.365	-1.69483
-0.365	-1.6923
-0.365	-1.68612
-0.365	-1.68377
-0.365	-1.67729
-0.365	-1.67502
-0.365	-1.66943
-0.365	-1.66734
-0.365	-1.66071
-0.365	-1.65871
-0.365	-1.65374
-0.365	-1.65192
-0.365	-1.64522
-0.365	-1.6435
-0.365	-1.63917
-0.365	-1.63762
-0.365	-1.63094
-0.365	-1.62951
-0.365	-1.62584
-0.365	-1.62456
-0.365	-1.618
-0.365	-1.61686
-0.365	-1.61385
-0.365	-1.61284
-0.365	-1.60653
-0.365	-1.60565
-0.365	-1.6033
-0.365	-1.60253
-0.365	-1.59662
-0.365	-1.59599
-0.365	-1.59425
-0.365	-1.59371
-0.365	-1.58838
-0.365	-1.58796
-0.365	-1.58679
-0.365	-1.58643
-0.365	-1.58188
-0.365	-1.58164
-0.365	-1.58095
-0.365	-1.58074
-0.365	-1.57719
-0.365	-1.57708
-0.365	-1.57676
-0.365	-1.57667
-0.365	-1.57435
-0.365	-1.57432
-0.365	-1.57424
-0.365	-1.57422
-0.365	-1.24521
-0.365	1.24521
-0.365	1.57422
-0.365	1.57424
-0.365	1.57432
-0.365	1.57435
-0.365	1.57667
-0.365	1.57676
-0.365	1.57708
-0.365	1.57719
-0.365	1.58074
-0.365	1.58095
-0.365	1.58164
-0.365	1.58188
-0.365	1.58643
-0.365	1.58679
-0.365	1.58796
-0.365	1.58838
-0.365	1.59371
-0.365	1.59425
-0.365	1.59599
-0.365	1.59662
-0.365	1.60253
-0.365	1.6033
-0.365	1.60565
-0.365	1.60653
-0.365	1.61284
-0.365	1.61385
-0.365	1.61686
-0.365	1.618
-0.365	1.62456
-0.365	1.62584
-0.365	1.62951
-0.365	1.63094
-0.365	1.63762
-0.365	1.63917
-0.365	1.6435
-0.365	1.64522
-0.365	1.65192
-0.365	1.65374
-0.365	1.65871
-0.365	1.66071
-0.365	1.66734
-0.365	1.66943
-0.365	1.67502
-0.365	1.67729
-0.365	1.68377
-0.365	1.68612
-0.365	1.6923
-0.365	1.69483
-0.365	1.7011
-0.365	1.70368
-0.365	1.71042
-0.365	1.71318
-0.365	1.71919
-0.365	1.72199
-0.365	1.72924
-0.365	1.7322
-0.365	1.73792
-0.365	1.7409
-0.365	1.74863
-0.365	1.75176
-0.365	1.75716
-0.365	1.76029
-0.365	1.76846
-0.365	1.77172
-0.365	1.77679
-0.365	1.78004
-0.365	1.78858
-0.365	1.79194
-0.365	1.79667
-0.365	1.79999
-0.365	1.80888
-0.365	1.8123
-0.365	1.81667
-0.365	1.82005
-0.365	1.82923
-0.365	1.83266
-0.365	1.83669
-0.365	1.84007
-0.365	1.84949
-0.365	1.85291
-0.365	1.85659
-0.365	1.85994
-0.365	1.86956
-0.365	1.87292
-0.365	1.87626
-0.365	1.87955
-0.365	1.88931
-0.365	1.89258
-0.365	1.8956
-0.365	1.89879
-0.365	1.90865
-0.365	1.91179
-0.365	1.91449
-0.365	1.91755
-0.365	1.92745
-0.365	1.93045
-0.365	1.93284
-0.365	1.93575
-0.365	1.94563
-0.365	1.94845
-0.365	1.95056
-0.365	1.95328
-0.365	1.9631
-0.365	1.96571
-0.365	1.96755
-0.365	1.97006
-0.365	1.97975
-0.365	1.98214
-0.365	1.98372
-0.365	1.98602
-0.365	1.99551
-0.365	1.99766
-0.365	1.99901
-0.365	2.00107
-0.365	2.01031
-0.365	2.01221
-0.365	2.01335
-0.365	2.01516
-0.365	2.02406
-0.365	2.02571
-0.365	2.02665
-0.365	2.02822
-0.365	2.03672
-0.365	2.03811
-0.365	2.03887
-0.365	2.04019
-0.365	2.0482
-0.365	2.04935
-0.365	2.04995
-0.365	2.05103
-0.365	2.05847
-0.365	2.05938
-0.365	2.05984
-0.365	2.06069
-0.365	2.06747
-0.365	2.06816
-0.365	2.06849
-0.365	2.06914
-0.365	2.07516
-0.365	2.07565
-0.365	2.07588
-0.365	2.07634
-0.365	2.0815
-0.365	2.08182
-0.365	2.08197
-0.365	2.08227
-0.365	2.08646
-0.365	2.08665
-0.365	2.08673
-0.365	2.0869
-0.365	2.09003
-0.365	2.09011
-0.365	2.09015
-0.365	2.09022
-0.365	2.09217
-0.365	2.09219
-0.365	2.0922
-0.365	2.09222
-0.365	2.30331
-0.36	-2.26775
-0.36	-2.06523
-0.36	-2.06521
-0.36	-2.0652
-0.36	-2.06518
-0.36	-2.06328
-0.36	-2.0632
-0.36	-2.06316
-0.36	-2.06308
-0.36	-2.06004
-0.36	-2.05987
-0.36	-2.05978
-0.36	-2.0596
-0.36	-2.05552
-0.36	-2.05522
-0.36	-2.05507
-0.36	-2.05475
-0.36	-2.04973
-0.36	-2.04928
-0.36	-2.04905
-0.36	-2.04856
-0.36	-2.04271
-0.36	-2.04207
-0.36	-2.04173
-0.36	-2.04105
-0.36	-2.03446
-0.36	-2.03362
-0.36	-2.03316
-0.36	-2.03227
-0.36	-2.02503
-0.36	-2.02396
-0.36	-2.02337
-0.36	-2.02224
-0.36	-2.01446
-0.36	-2.01315
-0.36	-2.0124
-0.36	-2.01103
-0.36	-2.00278
-0.36	-2.00123
-0.36	-2.0003
-0.36	-1.99867
-0.36	-1.99004
-0.36	-1.98825
-0.36	-1.98712
-0.36	-1.98525
-0.36	-1.97629
-0.36	-1.97426
-0.36	-1.97292
-0.36	-1.9708
-0.36	-1.96161
-0.36	-1.95935
-0.36	-1.95777
-0.36	-1.95542
-0.36	-1.94604
-0.36	-1.94357
-0.36	-1.94174
-0.36	-1.93917
-0.36	-1.92967
-0.36	-1.927
-0.36	-1.92491
-0.36	-1.92213
-0.36	-1.91258
-0.36	-1.90972
-0.36	-1.90735
-0.36	-1.90439
-0.36	-1.89484
-0.36	-1.89182
-0.36	-1.88915
-0.36	-1.88605
-0.36	-1.87654
-0.36	-1.8734
-0.36	-1.87041
-0.36	-1.86719
-0.36	-1.85778
-0.36	-1.85455
-0.36	-1.85124
-0.36	-1.84793
-0.36	-1.83867
-0.36	-1.83537
-0.36	-1.83172
-0.36	-1.82836
-0.36	-1.8193
-0.36	-1.81597
-0.36	-1.81199
-0.36	-1.8086
-0.36	-1.79979
-0.36	-1.79647
-0.36	-1.79214
-0.36	-1.78877
-0.36	-1.78025
-0.36	-1.77697
-0.36	-1.77229
-0.36	-1.76899
-0.36	-1.7608
-0.36	-1.75761
-0.36	-1.75259
-0.36	-1.74938
-0.36	-1.74157
-0.36	-1.73849
-0.36	-1.73314
-0.36	-1.73006
-0.36	-1.72269
-0.36	-1.71975
-0.36	-1.71409
-0.36	-1.71118
-0.36	-1.70426
-0.36	-1.70151
-0.36	-1.69556
-0.36	-1.69285
-0.36	-1.68644
-0.36	-1.68389
-0.36	-1.67769
-0.36	-1.67521
-0.36	-1.66934
-0.36	-1.66703
-0.36	-1.66062
-0.36	-1.65838
-0.36	-1.65309
-0.36	-1.65103
-0.36	-1.64447
-0.36	-1.6425
-0.36	-1.63781
-0.36	-1.63601
-0.36	-1.62939
-0.36	-1.6277
-0.36	-1.62363
-0.36	-1.6221
-0.36	-1.61549
-0.36	-1.61408
-0.36	-1.61065
-0.36	-1.60938
-0.36	-1.6029
-0.36	-1.60177
-0.36	-1.59897
-0.36	-1.59796
-0.36	-1.59174
-0.36	-1.59087
-0.36	-1.58868
-0.36	-1.58792
-0.36	-1.5821
-0.36	-1.58147
-0.36	-1.57987
-0.36	-1.57932
-0.36	-1.57408
-0.36	-1.57366
-0.36	-1.57258
-0.36	-1.57223
-0.36	-1.56775
-0.36	-1.56751
-0.36	-1.56688
-0.36	-1.56668
-0.36	-1.56319
-0.36	-1.56308
-0.36	-1.56279
-0.36	-1.5627
-0.36	-1.56043
-0.36	-1.5604
-0.36	-1.56033
-0.36	-1.56031
-0.36	-1.24788
-0.36	1.24788
-0.36	1.56031
-0.36	1.56033
-0.36	1.5604
-0.36	1.56043
-0.36	1.5627
-0.36	1.56279
-0.36	1.56308
-0.36	1.56319
-0.36	1.56668
-0.36	1.56688
-0.36	1.56751
-0.36	1.56775
-0.36	1.57223
-0.36	1.57258
-0.36	1.57366
-0.36	1.57408
-0.36	1.57932
-0.36	1.57987
-0.36	1.58147
-0.36	1.5821
-0.36	1.58792
-0.36	1.58868
-0.36	1.59087
-0.36	1.59174
-0.36	1.59796
-0.36	1.59897
-0.36	1.60177
-0.36	1.6029
-0.36	1.60938
-0.36	1.61065
-0.36	1.61408
-0.36	1.61549
-0.36	1.6221
-0.36	1.62363
-0.36	1.6277
-0.36	1.62939
-0.36	1.63601
-0.36	1.63781
-0.36	1.6425
-0.36	1.64447
-0.36	1.65103
-0.36	1.65309
-0.36	1.65838
-0.36	1.66062
-0.36	1.66703
-0.36	1.66934
-0.36	1.67521
-0.36	1.67769
-0.36	1.68389
-0.36	1.68644
-0.36	1.69285
-0.36	1.69556
-0.36	1.70151
-0.36	1.70426
-0.36	1.71118
-0.36	1.71409
-0.36	1.71975
-0.36	1.72269
-0.36	1.73006
-0.36	1.73314
-0.36	1.73849
-0.36	1.74157
-0.36	1.74938
-0.36	1.75259
-0.36	1.75761
-0.36	1.7608
-0.36	1.76899
-0.36	1.77229
-0.36	1.77697
-0.36	1.78025
-0.36	1.78877
-0.36	1.79214
-0.36	1.79647
-0.36	1.79979
-0.36	1.8086
-0.36	1.81199
-0.36	1.81597
-0.36	1.8193
-0.36	1.82836
-0.36	1.83172
-0.36	1.83537
-0.36	1.83867
-0.36	1.84793
-0.36	1.85124
-0.36	1.85455
-0.36	1.85778
-0.36	1.86719
-0.36	1.87041
-0.36	1.8734
-0.36	1.87654
-0.36	1.88605
-0.36	1.88915
-0.36	1.89182
-0.36	1.89484
-0.36	1.90439
-0.36	1.90735
-0.36	1.90972
-0.36	1.91258
-0.36	1.92213
-0.36	1.92491
-0.36	1.927
-0.36	1.92967
-0.36	1.93917
-0.36	1.94174
-0.36	1.94357
-0.36	1.94604
-0.36	1.95542
-0.36	1.95777
-0.36	1.95935
-0.36	1.96161
-0.36	1.9708
-0.36	1.97292
-0.36	1.97426
-0.36	1.97629
-0.36	1.98525
-0.36	1.98712
-0.36	1.98825
-0.36	1.99004
-0.36	1.99867
-0.36	2.0003
-0.36	2.00123
-0.36	2.00278
-0.36	2.01103
-0.36	2.0124
-0.36	2.01315
-0.36	2.01446
-0.36	2.02224
-0.36	2.02337
-0.36	2.02396
-0.36	2.02503
-0.36	2.03227
-0.36	2.03316
-0.36	2.03362
-0.36	2.03446
-0.36	2.04105
-0.36	2.04173
-0.36	2.04207
-0.36	2.04271
-0.36	2.04856
-0.36	2.04905
-0.36	2.04928
-0.36	2.04973
-0.36	2.05475
-0.36	2.05507
-0.36	2.05522
-0.36	2.05552
-0.36	2.0596
-0.36	2.05978
-0.36	2.05987
-0.36	2.06004
-0.36	2.06308
-0.36	2.06316
-0.36	2.0632
-0.36	2.06328
-0.36	2.06518
-0.36	2.0652
-0.36	2.06521
-0.36	2.06523
-0.36	2.26775
-0.355	-2.23132
-0.355	-2.03752
-0.355	-2.0375
-0.355	-2.03749
-0.355	-2.03747
-0.355	-2.03562
-0.355	-2.03555
-0.355	-2.03551
-0.355	-2.03543
-0.355	-2.03247
-0.355	-2.0323
-0.355	-2.03222
-0.355	-2.03204
-0.355	-2.02807
-0.355	-2.02777
-0.355	-2.02763
-0.355	-2.02731
-0.355	-2.02243
-0.355	-2.02198
-0.355	-2.02175
-0.355	-2.02128
-0.355	-2.01559
-0.355	-2.01496
-0.355	-2.01463
-0.355	-2.01396
-0.355	-2.00756
-0.355	-2.00673
-0.355	-2.00628
-0.355	-2.00539
-0.355	-1.99838
-0.355	-1.99733
-0.355	-1.99674
-0.355	-1.99562
-0.355	-1.98808
-0.355	-1.9868
-0.355	-1.98605
-0.355	-1.9847
-0.355	-1.97671
-0.355	-1.97518
-0.355	-1.97426
-0.355	-1.97266
-0.355	-1.9643
-0.355	-1.96254
-0.355	-1.96142
-0.355	-1.95958
-0.355	-1.95092
-0.355	-1.94892
-0.355	-1.9476
-0.355	-1.94551
-0.355	-1.93662
-0.355	-1.9344
-0.355	-1.93284
-0.355	-1.93052
-0.355	-1.92147
-0.355	-1.91903
-0.355	-1.91723
-0.355	-1.9147
-0.355	-1.90554
-0.355	-1.9029
-0.355	-1.90084
-0.355	-1.89811
-0.355	-1.8889
-0.355	-1.88609
-0.355	-1.88374
-0.355	-1.88084
-0.355	-1.87163
-0.355	-1.86867
-0.355	-1.86603
-0.355	-1.86298
-0.355	-1.85383
-0.355	-1.85074
-0.355	-1.84779
-0.355	-1.84462
-0.355	-1.83558
-0.355	-1.8324
-0.355	-1.82913
-0.355	-1.82588
-0.355	-1.81699
-0.355	-1.81375
-0.355	-1.81015
-0.355	-1.80684
-0.355	-1.79815
-0.355	-1.79488
-0.355	-1.79094
-0.355	-1.78762
-0.355	-1.77918
-0.355	-1.77591
-0.355	-1.77163
-0.355	-1.76833
-0.355	-1.76018
-0.355	-1.75696
-0.355	-1.75234
-0.355	-1.74909
-0.355	-1.74127
-0.355	-1.73813
-0.355	-1.73317
-0.355	-1.73002
-0.355	-1.72258
-0.355	-1.71955
-0.355	-1.71427
-0.355	-1.71124
-0.355	-1.70422
-0.355	-1.70134
-0.355	-1.69574
-0.355	-1.69289
-0.355	-1.68632
-0.355	-1.68362
-0.355	-1.67774
-0.355	-1.67507
-0.355	-1.669
-0.355	-1.6665
-0.355	-1.66037
-0.355	-1.65793
-0.355	-1.65239
-0.355	-1.65011
-0.355	-1.64379
-0.355	-1.64159
-0.355	-1.6366
-0.355	-1.63457
-0.355	-1.6281
-0.355	-1.62617
-0.355	-1.62176
-0.355	-1.61999
-0.355	-1.61345
-0.355	-1.61179
-0.355	-1.60798
-0.355	-1.60647
-0.355	-1.59996
-0.355	-1.59857
-0.355	-1.59536
-0.355	-1.59412
-0.355	-1.58773
-0.355	-1.58662
-0.355	-1.58401
-0.355	-1.58302
-0.355	-1.57689
-0.355	-1.57604
-0.355	-1.57401
-0.355	-1.57326
-0.355	-1.56753
-0.355	-1.56692
-0.355	-1.56544
-0.355	-1.5649
-0.355	-1.55975
-0.355	-1.55934
-0.355	-1.55835
-0.355	-1.558
-0.355	-1.55361
-0.355	-1.55338
-0.355	-1.55279
-0.355	-1.5526
-0.355	-1.54918
-0.355	-1.54907
-0.355	-1.54881
-0.355	-1.54872
-0.355	-1.5465
-0.355	-1.54648
-0.355	-1.54641
-0.355	-1.54639
-0.355	-1.25067
-0.355	1.25067
-0.355	1.54639
-0.355	1.54641
-0.355	1.54648
-0.355	1.5465
-0.355	1.54872
-0.355	1.54881
-0.355	1.54907
-0.355	1.54918
-0.355	1.5526
-0.355	1.55279
-0.355	1.55338
-0.355	1.55361
-0.355	1.558
-0.355	1.55835
-0.355	1.55934
-0.355	1.55975
-0.355	1.5649
-0.355	1.56544
-0.355	1.56692
-0.355	1.56753
-0.355	1.57326
-0.355	1.57401
-0.355	1.57604
-0.355	1.57689
-0.355	1.58302
-0.355	1.58401
-0.355	1.58662
-0.355	1.58773
-0.355	1.59412
-0.355	1.59536
-0.355	1.59857
-0.355	1.59996
-0.355	1.60647
-0.355	1.60798
-0.355	1.61179
-0.355	1.61345
-0.355	1.61999
-0.355	1.62176
-0.355	1.62617
-0.355	1.6281
-0.355	1.63457
-0.355	1.6366
-0.355	1.64159
-0.355	1.64379
-0.355	1.65011
-0.355	1.65239
-0.355	1.65793
-0.355	1.66037
-0.355	1.6665
-0.355	1.669
-0.355	1.67507
-0.355	1.67774
-0.355	1.68362
-0.355	1.68632
-0.355	1.69289
-0.355	1.69574
-0.355	1.70134
-0.355	1.70422
-0.355	1.71124
-0.355	1.71427
-0.355	1.71955
-0.355	1.72258
-0.355	1.73002
-0.355	1.73317
-0.355	1.73813
-0.355	1.74127
-0.355	1.74909
-0.355	1.75234
-0.355	1.75696
-0.355	1.76018
-0.355	1.76833
-0.355	1.77163
-0.355	1.77591
-0.355	1.77918
-0.355	1.78762
-0.355	1.79094
-0.355	1.79488
-0.355	1.79815
-0.355	1.80684
-0.355	1.81015
-0.355	1.81375
-0.355	1.81699
-0.355	1.82588
-0.355	1.82913
-0.355	1.8324
-0.355	1.83558
-0.355	1.84462
-0.355	1.84779
-0.355	1.85074
-0.355	1.85383
-0.355	1.86298
-0.355	1.86603
-0.355	1.86867
-0.355	1.87163
-0.355	1.88084
-0.355	1.88374
-0.355	1.88609
-0.355	1.8889
-0.355	1.89811
-0.355	1.90084
-0.355	1.9029
-0.355	1.90554
-0.355	1.9147
-0.355	1.91723
-0.355	1.91903
-0.355	1.92147
-0.355	1.93052
-0.355	1.93284
-0.355	1.9344
-0.355	1.93662
-0.355	1.94551
-0.355	1.9476
-0.355	1.94892
-0.355	1.95092
-0.355	1.95958
-0.355	1.96142
-0.355	1.96254
-0.355	1.9643
-0.355	1.97266
-0.355	1.97426
-0.355	1.97518
-0.355	1.97671
-0.355	1.9847
-0.355	1.98605
-0.355	1.9868
-0.355	1.98808
-0.355	1.99562
-0.355	1.99674
-0.355	1.99733
-0.355	1.99838
-0.355	2.00539
-0.355	2.00628
-0.355	2.00673
